numero,filename,class,origin,source_file,row_idx
0104,0104.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3805
0105,0105.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6191
0106,0106.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2278
0107,0107.txt,phishing,ai,A_P_synthetic_phish.csv,3773
0108,0108.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,612
0109,0109.txt,phishing,ai,A_P_synthetic_phish.csv,2946
0110,0110.txt,phishing,ai,A_P_synthetic_phish.csv,1630
0111,0111.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2871
0112,0112.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,968
0113,0113.txt,non-phishing,ai,A_L_kaggle.csv,323
0114,0114.txt,phishing,ai,A_P_synthetic_phish.csv,2374
0115,0115.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5418
0116,0116.txt,phishing,ai,A_P_synthetic_phish.csv,244
0117,0117.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4743
0118,0118.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6055
0119,0119.txt,non-phishing,ai,A_L_kaggle.csv,103
0120,0120.txt,phishing,manuale,M_P_Nazario.csv,1087
0121,0121.txt,non-phishing,ai,A_L_kaggle.csv,415
0122,0122.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5728
0123,0123.txt,phishing,ai,A_P_synthetic_phish.csv,2510
0124,0124.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2286
0125,0125.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6271
0126,0126.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,636
0127,0127.txt,phishing,ai,A_P_synthetic_phish.csv,649
0128,0128.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2300
0129,0129.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1173
0130,0130.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5408
0131,0131.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1290
0132,0132.txt,phishing,manuale,M_P_Nazario.csv,595
0133,0133.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3394
0134,0134.txt,phishing,ai,A_P_synthetic_phish.csv,375
0135,0135.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6009
0136,0136.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2618
0137,0137.txt,phishing,manuale,M_P_Nazario.csv,1446
0138,0138.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5597
0139,0139.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2903
0140,0140.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5653
0141,0141.txt,phishing,ai,A_P_synthetic_phish.csv,852
0142,0142.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1160
0143,0143.txt,phishing,ai,A_P_synthetic_phish.csv,803
0144,0144.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2849
0145,0145.txt,phishing,ai,A_P_synthetic_phish.csv,2545
0146,0146.txt,phishing,manuale,M_P_Nazario.csv,811
0147,0147.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,781
0148,0148.txt,phishing,manuale,M_P_Nazario.csv,724
0149,0149.txt,phishing,ai,A_P_synthetic_phish.csv,720
0150,0150.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5773
0151,0151.txt,phishing,manuale,M_P_Nazario.csv,1141
0152,0152.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3862
0153,0153.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5290
0154,0154.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3632
0155,0155.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1221
0156,0156.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,233
0157,0157.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4623
0158,0158.txt,phishing,manuale,M_P_Nazario.csv,1123
0159,0159.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,336
0160,0160.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6219
0161,0161.txt,non-phishing,ai,A_L_kaggle.csv,167
0162,0162.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1086
0163,0163.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5552
0164,0164.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2553
0165,0165.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1292
0166,0166.txt,phishing,manuale,M_P_Nazario.csv,822
0167,0167.txt,phishing,ai,A_P_synthetic_phish.csv,1170
0168,0168.txt,phishing,manuale,M_P_Nazario.csv,882
0169,0169.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,38
0170,0170.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5936
0171,0171.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1139
0172,0172.txt,phishing,ai,A_P_synthetic_phish.csv,217
0173,0173.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,982
0174,0174.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2954
0175,0175.txt,phishing,manuale,M_P_Nazario.csv,963
0176,0176.txt,non-phishing,ai,A_L_kaggle.csv,224
0177,0177.txt,phishing,manuale,M_P_L_Nigerian_5.csv,5084
0178,0178.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2992
0179,0179.txt,phishing,ai,A_P_synthetic_phish.csv,1687
0180,0180.txt,non-phishing,ai,A_L_kaggle.csv,392
0181,0181.txt,phishing,manuale,M_P_Nazario.csv,182
0182,0182.txt,phishing,ai,A_P_synthetic_phish.csv,1041
0183,0183.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3175
0184,0184.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,410
0185,0185.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1627
0186,0186.txt,phishing,ai,A_P_synthetic_phish.csv,4933
0187,0187.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6089
0188,0188.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1077
0189,0189.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4018
0190,0190.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,209
0191,0191.txt,non-phishing,ai,A_L_kaggle.csv,711
0192,0192.txt,non-phishing,ai,A_L_kaggle.csv,673
0193,0193.txt,non-phishing,ai,A_L_kaggle.csv,166
0194,0194.txt,non-phishing,ai,A_L_kaggle.csv,556
0195,0195.txt,phishing,manuale,M_P_Nazario.csv,1143
0196,0196.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5882
0197,0197.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3985
0198,0198.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1670
0199,0199.txt,non-phishing,ai,A_L_kaggle.csv,380
0200,0200.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5874
0201,0201.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,683
0202,0202.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5540
0203,0203.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3878
0204,0204.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5309
0205,0205.txt,non-phishing,ai,A_L_kaggle.csv,73
0206,0206.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4354
0207,0207.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2708
0208,0208.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2218
0209,0209.txt,non-phishing,ai,A_L_kaggle.csv,728
0210,0210.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1738
0211,0211.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5339
0212,0212.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2809
0213,0213.txt,phishing,ai,A_P_synthetic_phish.csv,3349
0214,0214.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,32
0215,0215.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2726
0216,0216.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,866
0217,0217.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5513
0218,0218.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4995
0219,0219.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4388
0220,0220.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,379
0221,0221.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5609
0222,0222.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,638
0223,0223.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2328
0224,0224.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1120
0225,0225.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3455
0226,0226.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3117
0227,0227.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5644
0228,0228.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1410
0229,0229.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3383
0230,0230.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1088
0231,0231.txt,phishing,ai,A_P_synthetic_phish.csv,3018
0232,0232.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6073
0233,0233.txt,phishing,ai,A_P_synthetic_phish.csv,3365
0234,0234.txt,phishing,manuale,M_P_Nazario.csv,593
0235,0235.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,163
0236,0236.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,648
0237,0237.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1301
0238,0238.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3624
0239,0239.txt,phishing,manuale,M_P_Nazario.csv,1058
0240,0240.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4004
0241,0241.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2357
0242,0242.txt,phishing,ai,A_P_synthetic_phish.csv,572
0243,0243.txt,non-phishing,ai,A_L_kaggle.csv,474
0244,0244.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2964
0245,0245.txt,phishing,manuale,M_P_Nazario.csv,1548
0246,0246.txt,phishing,ai,A_P_synthetic_phish.csv,1836
0247,0247.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5710
0248,0248.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1092
0249,0249.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,235
0250,0250.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3669
0251,0251.txt,phishing,manuale,M_P_Nazario.csv,546
0252,0252.txt,phishing,ai,A_P_synthetic_phish.csv,204
0253,0253.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1519
0254,0254.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,492
0255,0255.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,676
0256,0256.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2711
0257,0257.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,181
0258,0258.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,383
0259,0259.txt,phishing,manuale,M_P_Nazario.csv,1547
0260,0260.txt,non-phishing,ai,A_L_kaggle.csv,216
0261,0261.txt,phishing,manuale,M_P_Nazario.csv,698
0262,0262.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4615
0263,0263.txt,phishing,ai,A_P_synthetic_phish.csv,4147
0264,0264.txt,phishing,manuale,M_P_Nazario.csv,509
0265,0265.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3074
0266,0266.txt,phishing,ai,A_P_synthetic_phish.csv,3779
0267,0267.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5504
0268,0268.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5635
0269,0269.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4412
0270,0270.txt,phishing,manuale,M_P_Nazario.csv,1508
0271,0271.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1013
0272,0272.txt,phishing,manuale,M_P_Nazario.csv,898
0273,0273.txt,phishing,ai,A_P_synthetic_phish.csv,1947
0274,0274.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2371
0275,0275.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1558
0276,0276.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1826
0277,0277.txt,phishing,ai,A_P_synthetic_phish.csv,3183
0278,0278.txt,non-phishing,ai,A_L_kaggle.csv,332
0279,0279.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3328
0280,0280.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,537
0281,0281.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3852
0282,0282.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,39
0283,0283.txt,phishing,manuale,M_P_Nazario.csv,185
0284,0284.txt,phishing,manuale,M_P_Nazario.csv,1118
0285,0285.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3792
0286,0286.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6030
0287,0287.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,536
0288,0288.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3990
0289,0289.txt,phishing,manuale,M_P_Nazario.csv,1144
0290,0290.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1073
0291,0291.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,240
0292,0292.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4541
0293,0293.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3145
0294,0294.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,646
0295,0295.txt,non-phishing,ai,A_L_kaggle.csv,804
0296,0296.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4605
0297,0297.txt,phishing,manuale,M_P_Nazario.csv,1403
0298,0298.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5843
0299,0299.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6228
0300,0300.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,250
0301,0301.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4278
0302,0302.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2059
0303,0303.txt,phishing,manuale,M_P_Nazario.csv,1373
0304,0304.txt,phishing,manuale,M_P_Nazario.csv,935
0305,0305.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4490
0306,0306.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,879
0307,0307.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4906
0308,0308.txt,non-phishing,ai,A_L_kaggle.csv,214
0309,0309.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1234
0310,0310.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,543
0311,0311.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5132
0312,0312.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1757
0313,0313.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,663
0314,0314.txt,phishing,manuale,M_P_Nazario.csv,1372
0315,0315.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5331
0316,0316.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1091
0317,0317.txt,phishing,ai,A_P_synthetic_phish.csv,929
0318,0318.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5981
0319,0319.txt,phishing,ai,A_P_synthetic_phish.csv,1340
0320,0320.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4969
0321,0321.txt,non-phishing,ai,A_L_kaggle.csv,274
0322,0322.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,765
0323,0323.txt,phishing,manuale,M_P_Nazario.csv,1263
0324,0324.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6016
0325,0325.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,241
0326,0326.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1723
0327,0327.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2605
0328,0328.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1960
0329,0329.txt,phishing,manuale,M_P_Nazario.csv,1229
0330,0330.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2582
0331,0331.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5709
0332,0332.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5604
0333,0333.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,473
0334,0334.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1895
0335,0335.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5775
0336,0336.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,837
0337,0337.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3891
0338,0338.txt,non-phishing,ai,A_L_kaggle.csv,374
0339,0339.txt,phishing,ai,A_P_synthetic_phish.csv,4595
0340,0340.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2509
0341,0341.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6280
0342,0342.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1372
0343,0343.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1648
0344,0344.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5210
0345,0345.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1232
0346,0346.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5563
0347,0347.txt,phishing,ai,A_P_synthetic_phish.csv,2277
0348,0348.txt,phishing,manuale,M_P_Nazario.csv,277
0349,0349.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2452
0350,0350.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3705
0351,0351.txt,non-phishing,ai,A_L_kaggle.csv,67
0352,0352.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,877
0353,0353.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6153
0354,0354.txt,phishing,manuale,M_P_Nazario.csv,225
0355,0355.txt,phishing,manuale,M_P_L_Nigerian_5.csv,5114
0356,0356.txt,phishing,manuale,M_P_Nazario.csv,1068
0357,0357.txt,phishing,manuale,M_P_Nazario.csv,1046
0358,0358.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3868
0359,0359.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3568
0360,0360.txt,phishing,manuale,M_P_Nazario.csv,1516
0361,0361.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2970
0362,0362.txt,phishing,ai,A_P_synthetic_phish.csv,4049
0363,0363.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1973
0364,0364.txt,non-phishing,ai,A_L_kaggle.csv,284
0365,0365.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,551
0366,0366.txt,non-phishing,ai,A_L_kaggle.csv,665
0367,0367.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2753
0368,0368.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,14
0369,0369.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1005
0370,0370.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3780
0371,0371.txt,phishing,manuale,M_P_Nazario.csv,703
0372,0372.txt,non-phishing,ai,A_L_kaggle.csv,234
0373,0373.txt,phishing,ai,A_P_synthetic_phish.csv,1866
0374,0374.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4114
0375,0375.txt,non-phishing,ai,A_L_kaggle.csv,57
0376,0376.txt,non-phishing,ai,A_L_kaggle.csv,580
0377,0377.txt,phishing,manuale,M_P_Nazario.csv,764
0378,0378.txt,non-phishing,ai,A_L_kaggle.csv,276
0379,0379.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,840
0380,0380.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2386
0381,0381.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,206
0382,0382.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3562
0383,0383.txt,non-phishing,ai,A_L_kaggle.csv,897
0384,0384.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,282
0385,0385.txt,phishing,manuale,M_P_Nazario.csv,174
0386,0386.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1245
0387,0387.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4002
0388,0388.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3473
0389,0389.txt,phishing,ai,A_P_synthetic_phish.csv,2400
