numero,filename,class,origin,source_file,row_idx
203,0203.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3878
204,0204.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5309
205,0205.txt,non-phishing,ai,A_L_kaggle.csv,73
206,0206.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4354
207,0207.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2708
208,0208.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2218
209,0209.txt,non-phishing,ai,A_L_kaggle.csv,728
210,0210.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1738
211,0211.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5339
212,0212.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2809
213,0213.txt,phishing,ai,A_P_synthetic_phish.csv,3349
214,0214.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,32
215,0215.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2726
216,0216.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,866
217,0217.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5513
218,0218.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4995
219,0219.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4388
220,0220.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,379
221,0221.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5609
222,0222.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,638
223,0223.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2328
224,0224.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1120
225,0225.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3455
226,0226.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3117
227,0227.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5644
228,0228.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1410
229,0229.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3383
230,0230.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1088
231,0231.txt,phishing,ai,A_P_synthetic_phish.csv,3018
232,0232.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6073
233,0233.txt,phishing,ai,A_P_synthetic_phish.csv,3365
234,0234.txt,phishing,manuale,M_P_Nazario.csv,593
235,0235.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,163
236,0236.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,648
237,0237.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1301
238,0238.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3624
239,0239.txt,phishing,manuale,M_P_Nazario.csv,1058
240,0240.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4004
241,0241.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2357
242,0242.txt,phishing,ai,A_P_synthetic_phish.csv,572
243,0243.txt,non-phishing,ai,A_L_kaggle.csv,474
244,0244.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2964
245,0245.txt,phishing,manuale,M_P_Nazario.csv,1548
246,0246.txt,phishing,ai,A_P_synthetic_phish.csv,1836
247,0247.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5710
248,0248.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1092
249,0249.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,235
250,0250.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3669
251,0251.txt,phishing,manuale,M_P_Nazario.csv,546
252,0252.txt,phishing,ai,A_P_synthetic_phish.csv,204
253,0253.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1519
254,0254.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,492
255,0255.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,676
256,0256.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2711
257,0257.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,181
258,0258.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,383
259,0259.txt,phishing,manuale,M_P_Nazario.csv,1547
260,0260.txt,non-phishing,ai,A_L_kaggle.csv,216
261,0261.txt,phishing,manuale,M_P_Nazario.csv,698
262,0262.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4615
263,0263.txt,phishing,ai,A_P_synthetic_phish.csv,4147
264,0264.txt,phishing,manuale,M_P_Nazario.csv,509
265,0265.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3074
266,0266.txt,phishing,ai,A_P_synthetic_phish.csv,3779
267,0267.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5504
268,0268.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5635
269,0269.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4412
270,0270.txt,phishing,manuale,M_P_Nazario.csv,1508
271,0271.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1013
272,0272.txt,phishing,manuale,M_P_Nazario.csv,898
273,0273.txt,phishing,ai,A_P_synthetic_phish.csv,1947
274,0274.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2371
275,0275.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1558
276,0276.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1826
277,0277.txt,phishing,ai,A_P_synthetic_phish.csv,3183
278,0278.txt,non-phishing,ai,A_L_kaggle.csv,332
279,0279.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3328
280,0280.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,537
281,0281.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3852
282,0282.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,39
283,0283.txt,phishing,manuale,M_P_Nazario.csv,185
284,0284.txt,phishing,manuale,M_P_Nazario.csv,1118
285,0285.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3792
286,0286.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6030
287,0287.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,536
288,0288.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3990
289,0289.txt,phishing,manuale,M_P_Nazario.csv,1144
290,0290.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1073
291,0291.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,240
292,0292.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4541
293,0293.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3145
294,0294.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,646
295,0295.txt,non-phishing,ai,A_L_kaggle.csv,804
296,0296.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4605
297,0297.txt,phishing,manuale,M_P_Nazario.csv,1403
298,0298.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5843
299,0299.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6228
300,0300.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,250
301,0301.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4278
302,0302.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2059
303,0303.txt,phishing,manuale,M_P_Nazario.csv,1373
304,0304.txt,phishing,manuale,M_P_Nazario.csv,935
305,0305.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4490
306,0306.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,879
307,0307.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4906
308,0308.txt,non-phishing,ai,A_L_kaggle.csv,214
309,0309.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1234
310,0310.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,543
311,0311.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5132
312,0312.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1757
313,0313.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,663
314,0314.txt,phishing,manuale,M_P_Nazario.csv,1372
315,0315.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5331
316,0316.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1091
317,0317.txt,phishing,ai,A_P_synthetic_phish.csv,929
318,0318.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5981
319,0319.txt,phishing,ai,A_P_synthetic_phish.csv,1340
320,0320.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4969
321,0321.txt,non-phishing,ai,A_L_kaggle.csv,274
322,0322.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,765
323,0323.txt,phishing,manuale,M_P_Nazario.csv,1263
324,0324.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6016
325,0325.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,241
326,0326.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1723
327,0327.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2605
328,0328.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1960
329,0329.txt,phishing,manuale,M_P_Nazario.csv,1229
330,0330.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2582
331,0331.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5709
332,0332.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5604
333,0333.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,473
334,0334.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1895
335,0335.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5775
336,0336.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,837
337,0337.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3891
338,0338.txt,non-phishing,ai,A_L_kaggle.csv,374
339,0339.txt,phishing,ai,A_P_synthetic_phish.csv,4595
340,0340.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2509
341,0341.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6280
342,0342.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1372
343,0343.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1648
344,0344.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5210
345,0345.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1232
346,0346.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5563
347,0347.txt,phishing,ai,A_P_synthetic_phish.csv,2277
348,0348.txt,phishing,manuale,M_P_Nazario.csv,277
349,0349.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2452
350,0350.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3705
351,0351.txt,non-phishing,ai,A_L_kaggle.csv,67
352,0352.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,877
353,0353.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6153
354,0354.txt,phishing,manuale,M_P_Nazario.csv,225
355,0355.txt,phishing,manuale,M_P_L_Nigerian_5.csv,5114
356,0356.txt,phishing,manuale,M_P_Nazario.csv,1068
357,0357.txt,phishing,manuale,M_P_Nazario.csv,1046
358,0358.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3868
359,0359.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3568
360,0360.txt,phishing,manuale,M_P_Nazario.csv,1516
361,0361.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2970
362,0362.txt,phishing,ai,A_P_synthetic_phish.csv,4049
363,0363.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1973
364,0364.txt,non-phishing,ai,A_L_kaggle.csv,284
365,0365.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,551
366,0366.txt,non-phishing,ai,A_L_kaggle.csv,665
367,0367.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2753
368,0368.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,14
369,0369.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1005
370,0370.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3780
371,0371.txt,phishing,manuale,M_P_Nazario.csv,703
372,0372.txt,non-phishing,ai,A_L_kaggle.csv,234
373,0373.txt,phishing,ai,A_P_synthetic_phish.csv,1866
374,0374.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4114
375,0375.txt,non-phishing,ai,A_L_kaggle.csv,57
376,0376.txt,non-phishing,ai,A_L_kaggle.csv,580
377,0377.txt,phishing,manuale,M_P_Nazario.csv,764
378,0378.txt,non-phishing,ai,A_L_kaggle.csv,276
379,0379.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,840
380,0380.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2386
381,0381.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,206
382,0382.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3562
383,0383.txt,non-phishing,ai,A_L_kaggle.csv,897
384,0384.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,282
385,0385.txt,phishing,manuale,M_P_Nazario.csv,174
386,0386.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1245
387,0387.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4002
388,0388.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3473
389,0389.txt,phishing,ai,A_P_synthetic_phish.csv,2400
390,0390.txt,phishing,manuale,M_P_L_Nigerian_5.csv,4902
391,0391.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1803
392,0392.txt,phishing,ai,A_P_synthetic_phish.csv,53
393,0393.txt,non-phishing,ai,A_L_kaggle.csv,273
394,0394.txt,phishing,manuale,M_P_Nazario.csv,47
395,0395.txt,non-phishing,ai,A_L_kaggle.csv,250
396,0396.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5558
397,0397.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,279
398,0398.txt,phishing,manuale,M_P_Nazario.csv,417
399,0399.txt,phishing,ai,A_P_synthetic_phish.csv,1881
400,0400.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,895
2001,2001.txt,phishing,mistral-small:24b,n/d,0
