numero,filename,class,origin,source_file,row_idx,pred_class_label,pred_class_confidence,pred_origin_label,pred_origin_confidence,judge_model,judge_host,judge_error,phish_raw,origin_raw
13,0013.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1659,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion"",""IRC reference""],""rationale"":""The email appears to be a legitimate technical discussion about an error message and its resolution, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""low idiosyncrasy"",""generic salutations""],""rationale"":""The email is a direct response to another message, with a clear question and answer format. The tone is informal and conversational.""}"
14,0014.txt,non-phishing,ai,A_L_kaggle.csv,364,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""social media notification"",""friendly tone"",""support team mentioned""],""rationale"":""The email appears to be a legitimate social media notification with a friendly tone and an offer of support, which suggests it is not attempting to deceive the recipient.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""generic salutations"", ""unnatural repetitiveness""], ""rationale"":""The email's structure and language suggest a human author, with a formal tone and a clear attempt to engage the recipient. The use of specific names (Amanda White, Christopher Davis) adds to the impression that this is a genuine communication.""}"
15,0015.txt,phishing,manuale,M_P_Nazario.csv,247,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""exceeded storage limit"", ""account verification request""],""rationale"":""The email appears to be a legitimate notification from the webmail administrator, requesting account verification due to exceeded storage limits.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email's structure, language, and tone are consistent with a human-written message. The use of formal salutations and the inclusion of a disclaimer suggest a manual composition.""}"
16,0016.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5815,non-phishing,0.9000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.9,""signals"":[""technical discussion"",""embedded systems"",""compiler availability""],""rationale"":""The email discusses technical aspects of programming languages and embedded systems, with no suspicious links or requests for personal information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""natural tone"", ""idiomatic language"", ""informal phrasing""],""rationale"":""The text exhibits a conversational tone and uses colloquial expressions, suggesting human authorship. The language is also nuanced and context-dependent, which is more typical of manual writing.""}"
17,0017.txt,non-phishing,ai,A_L_kaggle.csv,391,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""reporting illegal activity"", ""community safety""], ""rationale"":""The email appears to be a legitimate community outreach effort, encouraging citizens to report suspicious behavior and maintain law and order.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""generic salutations""],""rationale"":""The email's formal tone and structured content suggest human authorship. The language is professional and lacks the characteristic patterns of AI-generated text.""}"
18,0018.txt,phishing,manuale,M_P_Nazario.csv,1258,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"",""credential request"",""payment request""],""rationale"":""The email uses a sense of urgency and threatens consequences if the recipient doesn't take immediate action, which are common tactics used by phishing emails.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The email's tone and language are overly formal, with a focus on urgency and threats of loss. The use of all capital letters for emphasis is also characteristic of AI-generated content.""}"
19,0019.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2730,phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""account threat"", ""spoofed identity""],""rationale"":""The email contains a business proposal with an unusual payment request, and the sender claims to be a high-ranking government official. The tone is urgent and emphasizes the need for confidentiality.""}","{\n""label"": ""manual"",\n""confidence"": 0.8,\n""style_cues"": [""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],\n""rationale"": ""The email's structure and language suggest a high level of formality, which is typical of official government communications. The use of formal titles, precise details, and a clear chain of command also support this assessment.""\n}"
20,0020.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,459,non-phishing,0.9000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.9,""signals"":[""official notice""],""rationale"":""The email appears to be a legitimate notification from the California ISO, with specific details and contact information provided.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very formal tone"",""template-like phrasing"",""high consistency"",""generic salutations""],""rationale"":""The text exhibits a formal and structured style, with a clear separation of sections and a consistent use of formatting. The language is professional and lacks the nuances typically found in AI-generated content.""}"
21,0021.txt,non-phishing,ai,A_L_kaggle.csv,238,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""social media update"", ""engagement encouragement""], ""rationale"":""The email appears to be a legitimate notification from the social media platform, with no suspicious language or requests for sensitive information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""generic salutations"", ""professional sign-off""],""rationale"":""The email's structure and language suggest a human writer, with a clear attempt to personalize the message through the recipient's name.""}"
22,0022.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5201,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical error message""],""rationale"":""The email contains a technical error message and a request to visit a URL for more information, which is not suspicious.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The text appears to be a bug report or issue submission, with a formal structure and specific details about the error encountered.""}"
23,0023.txt,non-phishing,ai,A_L_kaggle.csv,864,phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""suspicious link mention""],""rationale"":""The email's tone and language are overly formal and urgent, attempting to create a sense of panic. The request for immediate verification and the inclusion of a suspicious link are strong indicators of phishing activity.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""personal salutations"",""specific details""],""rationale"":""The email's formal tone and specific details about the transaction suggest human authorship. The language is professional and polite, with a clear structure and proper sign-off.""}"
24,0024.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5671,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""request for information""], ""rationale"":""The email is a response to an original question, seeking help and clarification from the recipient. The tone is polite and helpful, with no suspicious language or requests.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""natural tone"", ""idiomatic language"", ""informal salutations""],""rationale"":""The email's conversational tone, use of colloquialisms, and informal sign-offs suggest human authorship.""}"
25,0025.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6103,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""technical discussion"",""comparative analysis""],""rationale"":""The email appears to be a genuine technical discussion between individuals, with no suspicious language or requests for personal information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""high consistency"", ""low idiosyncrasy""],""rationale"":""The text exhibits a consistent tone and style, with a clear authorial voice. The use of specific examples and comparisons suggests a human writer.""}"
26,0026.txt,non-phishing,ai,A_L_kaggle.csv,796,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""opportunity announcement"",""limited-time offer"",""social media notification feature""],""rationale"":""The email appears to be a legitimate marketing message from a social media platform, offering early access to a new feature. The tone is professional and the language used is consistent with typical marketing emails.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""personal salutations"",""specific name mention"",""direct address""],""rationale"":""The email's tone and language suggest a human touch, with personalized elements like the recipient's name and a sense of urgency.""}"
27,0027.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,425,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate business news"", ""financial reports"", ""company announcements""], ""rationale"":""The email contains a series of legitimate company announcements and financial reports from Kinder Morgan Inc., including earnings statements, pipeline deals, and stock splits. The tone is professional and informative, with no suspicious language or links.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The text exhibits a formal and professional tone, with a consistent structure and language usage throughout. The use of specific numbers and data points also suggests a human author.""}"
28,0028.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,6168,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""reference to personal experience"",""use of humor""],""rationale"":""The email appears to be a genuine conversation between friends, with no suspicious language or requests for sensitive information.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""personal anecdotes"", ""informal tone"", ""playful language""], ""rationale"":""The email's informal tone and personal anecdotes suggest a human-written text, while the use of colloquialisms and playful language also point towards manual writing.""}"
29,0029.txt,non-phishing,ai,A_L_kaggle.csv,714,phishing,0.7000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.7,""signals"":[""urgent action"",""credential request"",""suspicious link mention""],""rationale"":""The email's tone and language are overly urgent, and the request to verify account details is unusual. The inclusion of a suspicious link and the threat of suspension or limitation of account privileges are also red flags.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""professional language"",""specific details""],""rationale"":""The email's formal tone and specific details about the verification process suggest human authorship. The language is professional and polite, with a clear structure and no obvious red flags for AI-generated content.""}"
30,0030.txt,phishing,ai,A_P_synthetic_phish.csv,2983,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""mailbox limitation notification""], ""rationale"":""The email appears to be a legitimate notification from a mailbox administrator, with no suspicious language or requests for sensitive information.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations""],""rationale"":""The text appears to be a standard notification template, but lacks distinctive language or personal touches.""}"
31,0031.txt,phishing,manuale,M_P_L_Nigerian_5.csv,3288,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""spoofed identity"", ""suspicious link mention""],""rationale"":""The email contains several red flags, including an unusual request for investment and a large sum of money, as well as a suspicious claim about the sender's background and the sudden death of their father. The tone is also overly form","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""unnatural repetitiveness"", ""generic salutations""],""rationale"":""The email's structure, language, and tone are consistent with AI-generated content, featuring repetitive phrases and a lack of personal touch.""}"
32,0032.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,1435,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""legitimate subject line"",""technical discussion"",""code snippet included""],""rationale"":""The email appears to be a genuine request for help with plotting data, including a specific example and code snippet. The tone is professional and the language is technical, suggesting a legitimate inquiry.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The text appears to be a well-structured question with a clear problem statement and a specific request for help, indicating human authorship.""}"
33,0033.txt,phishing,ai,A_P_synthetic_phish.csv,355,phishing,0.3000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.3,""signals"":[""credential request"",""suspicious link mention""],""rationale"":""The email's urgent tone and request for reactivation of an account are common phishing tactics. The use of a generic 'Dear User' greeting and the lack of personalization also raise suspicions.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""],""rationale"":""The text's structure and language are consistent with AI-generated content, featuring a clear template and repetitive phrases.""}"
34,0034.txt,phishing,manuale,M_P_Nazario.csv,555,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request""],""rationale"":""The email's tone and language are suspicious, as it creates a sense of urgency and requires the customer to take immediate action.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The text exhibits a high degree of repetition and uses a formal, templated structure, suggesting AI generation.""}"
35,0035.txt,non-phishing,ai,A_L_kaggle.csv,969,non-phishing,0.8000,manual,0.9000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""charitable request"",""mental health support""], ""rationale"":""The email appears to be a legitimate fundraising effort from a recognized organization, with no obvious attempts to deceive or manipulate the recipient.""}","{""label"":""manual"",""confidence"":0.9,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email's structure, language, and tone are consistent with a human-written message. The use of specific names and details suggests a personalized approach.""}"
36,0036.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,309,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""attached files with specific names""], ""rationale"":""The email appears to be a legitimate business communication, as it involves a contract and company information form. The tone is professional and the language used is formal.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""very polished neutral tone"", ""template-like phrasing"", ""high consistency""],""rationale"":""The email's structure, language, and formatting suggest a human author, with clear separation of paragraphs and proper use of headings.""}"
37,0037.txt,phishing,manuale,M_P_Nazario.csv,435,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"",""credential request"",""suspicious link mention""],""rationale"":""The email's subject line and repeated warnings of account breaches and theft are typical phishing tactics, while the request to validate an email account by following a 'VERIFIED ACCESS POINT' is also suspicious.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The email's structure, tone, and language are overly formal and repetitive, suggesting a high degree of automation in its generation.""}"
38,0038.txt,phishing,manuale,M_P_L_Nigerian_5.csv,1858,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{\n""label"": ""phishing"",\n""confidence"": 0.8,\n""signals"": [""urgent action"", ""credential request"", ""payment request"", ""account threat"", ""spoofed identity""],\n""rationale"": ""The email contains several red flags, including an urgent and confidential tone, requests for sensitive information and payment, and a lack of personal touch. The sender's story is also suspicious, with claims of being the Auditor Gene","{\n""label"": ""ai-generated"",\n""confidence"": 0.8,\n""style_cues"": [""template-like phrasing"", ""unnatural repetitiveness""],\n""rationale"": ""The email's structure, language, and tone are consistent with automated generated content. The text contains repetitive phrases, generic salutations, and unnatural sentence structures.""\n}"
39,0039.txt,phishing,ai,A_P_synthetic_phish.csv,657,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""maintenance notification""], ""rationale"":""The email appears to be a routine maintenance notification from an established service provider, with no obvious attempts to deceive or manipulate the recipient.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""specific instructions"",""formal language""],""rationale"":""The email's structure and wording suggest a human author, with specific details about the maintenance process and consequences of non-compliance.""}"
40,0040.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2189,phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention""],""rationale"":""The email asks for assistance in moving a large sum of money out of the country, which is a common tactic used by scammers to gain trust and facilitate fraudulent activities.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""generic salutations"", ""unnatural repetitiveness""],""rationale"":""The text exhibits a formal tone and structure, with repetitive phrases and sentences that suggest a template or script was used. The language is somewhat generic and lacks personal touches, which may indicate human involvement.""}"
41,0041.txt,phishing,manuale,M_P_Nazario.csv,349,non-phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""expiration notice"",""account upgrade recommendation""],""rationale"":""The email is a standard notification from an email provider, and the language used is consistent with typical account management practices.""}","{""label"":""ai-generated"",""confidence"":0.8,""style_cues"":[""template-like phrasing"", ""high consistency"", ""unnatural repetitiveness""],""rationale"":""The text exhibits a high degree of repetition and uses a formal, templated structure, suggesting AI generation.""}"
42,0042.txt,phishing,manuale,M_P_L_Nigerian_5.csv,2387,phishing,0.8000,ai-generated,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""urgent action"", ""credential request"", ""payment request"", ""suspicious link mention"", ""spoofed identity"", ""unusual investment opportunity""],""rationale"":""The email attempts to deceive the recipient into revealing personal information and performing a financial transaction, which is a common phishing tactic.""}","{\n""label"": ""ai-generated"",\n""confidence"": 0.8,\n""style_cues"": [""template-like phrasing"", ""unnatural repetitiveness"", ""generic salutations""],\n""rationale"": ""The text contains a suspiciously formal tone, with overly polite language and an unusual level of detail about the supposed inheritance process. The proposal is too good to be true, and the request for immediate action raises red flags.""\n}"
43,0043.txt,phishing,ai,A_P_synthetic_phish.csv,3750,phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""phishing"",""confidence"":0.8,""signals"":[""account suspension threat"",""urgent action required""],""rationale"":""The email uses sensational language and multiple warnings to create a sense of urgency, which is a common tactic used by phishing emails.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations"",""unnatural repetitiveness""],""rationale"":""The text appears to be a template-based message with repetitive phrases and a lack of personalization, making it difficult to determine whether it was written by a human or generated by AI.""}"
44,0044.txt,non-phishing,ai,A_L_kaggle.csv,32,non-phishing,0.8000,manual,0.8000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""prize giveaway"",""claim prize""],""rationale"":""The email congratulates the recipient on winning a prize and provides instructions to claim it, which is a common legitimate practice.""}","{""label"":""manual"",""confidence"":0.8,""style_cues"":[""polished tone"",""personal touch"",""consistent structure""],""rationale"":""The email's language is formal yet friendly, with a clear narrative and personalized elements like the congratulatory message.""}"
45,0045.txt,phishing,ai,A_P_synthetic_phish.csv,3156,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.8,""signals"":[""exceeded storage limitations""],""rationale"":""The email is informing the recipient about a legitimate mailbox issue and providing a link for verification.""}","{""label"":""unknown"",""confidence"":0.5,""style_cues"":[""generic salutations""],""rationale"":""The text lacks distinctive language and has a templated structure, making it difficult to determine whether it was written by a human or generated by AI.""}"
46,0046.txt,phishing,ai,A_P_synthetic_phish.csv,778,non-phishing,0.2000,unknown,0.4000,llama3,http://10.10.5.250:11434,,"{""label"":""non-phishing"",""confidence"":0.2,""signals"":[""security update request""],""rationale"":""The email appears to be a routine maintenance notification, but the language is somewhat generic and could be used by attackers to trick users into performing an action.""}","{""label"":""unknown"",""confidence"":0.4,""style_cues"":[""generic salutations""],""rationale"":""The text lacks distinctive language features, making it difficult to determine whether it was written by a human or generated by AI.""}"
47,0047.txt,non-phishing,manuale,M_P_L_Nigerian_5.csv,5215,non-phishing,0.8000,unknown,0.5000,llama3,http://10.10.5.250:11434,,"{""label"": ""non-phishing"", ""confidence"": 0.8, ""signals"": [""clamav-virusdb update"", ""submission-id"", ""sender"", ""virus name alias""], ""rationale"": ""The email appears to be a legitimate virus database update notification from ClamAV and Virus Total, with no suspicious links or requests for personal information.""}","{""label"": ""unknown"", ""confidence"": 0.5, ""style_cues"": [""very repetitive"", ""template-like phrasing""], ""rationale"": ""The email text appears to be a collection of automated submissions with similar formats and content, making it difficult to determine the author's intent or writing style.""}"
